Length(mm),Welding Current (avg) (A),Welding Voltage (avg) (V),Welding Wire Speed (avg) (m/min),Welding Gas Usage (l),Electricity Usage (W),Welding Robot Speed (m/s),Heat Input (j/mm),Welding Cycle Time
49.00,93.70,11.95,4.22,1.63,0.00,0.01,154.19,5.48
49.00,94.75,12.24,4.58,1.59,0.00,0.00,0,5.48
49.00,93.28,12.24,4.40,1.57,0.00,0.00,0,5.49
49.00,93.81,11.99,4.19,1.61,0.00,0.00,0,5.49
32.00,95.87,11.77,4.77,1.55,0.00,0.00,0,5.49
49.00,95.75,11.59,4.17,1.62,0.00,0.01,118.17,5.50
49.00,94.18,11.92,4.16,1.55,0.00,0.00,0,5.50
49.00,96.59,12.03,4.33,1.59,0.00,0.00,0,5.50
49.00,95.39,11.39,4.17,1.56,0.00,0.00,0,5.50
49.00,93.93,12.27,4.61,1.64,0.00,0.00,0,5.50
49.00,93.75,12.14,4.42,1.58,0.00,0.00,0,5.50
49.00,94.11,11.82,4.27,1.56,0.00,0.00,0,5.52
32.00,95.06,11.36,4.63,1.52,0.00,0.00,0,5.52
32.00,95.06,11.35,4.73,1.58,0.00,0.00,0,5.52
32.00,96.00,11.87,4.74,1.56,0.00,0.00,0,5.52
32.00,95.53,11.59,4.79,1.55,0.00,0.00,0,5.52
32.00,94.78,11.31,4.47,1.56,0.00,0.00,0,5.52
32.00,94.81,11.59,4.16,1.55,0.00,0.00,0,5.52
49.00,96.66,11.50,3.90,1.57,0.00,0.00,0,5.53
49.00,96.19,11.26,4.04,1.59,0.00,0.00,0,5.53
32.00,94.52,11.52,4.74,1.56,0.00,0.00,0,5.55
49.00,93.39,12.01,4.28,1.59,0.00,0.00,0,5.56
49.00,95.72,11.46,4.24,1.61,0.00,0.00,0,5.56
32.00,94.99,11.64,4.83,1.57,0.00,0.00,0,5.56
49.00,93.71,12.09,4.29,1.67,0.00,0.01,145.7,5.56
32.00,94.68,11.49,4.68,1.52,0.00,0.00,0,5.56
49.00,92.52,12.27,4.28,1.64,0.00,0.00,0,5.58
32.00,95.87,11.57,4.66,1.54,0.00,0.00,0,5.58
49.00,92.23,11.89,4.21,1.60,0.00,0.00,0,5.59
49.00,93.88,12.14,4.05,1.60,0.00,0.01,128.59,5.61
32.00,92.45,11.28,4.67,1.48,0.00,0.00,0,5.61
49.00,93.93,11.40,3.75,1.71,0.00,0.01,135.07,5.63
49.00,93.50,11.25,3.61,1.67,0.00,0.01,128.79,5.63
49.00,93.87,11.63,3.97,1.61,0.00,0.01,139.51,5.64
49.00,93.64,10.96,3.86,1.61,0.00,0.01,130.92,5.64
49.00,90.92,11.99,4.05,1.62,0.00,0.01,134.5,5.64
49.00,93.78,11.63,4.13,1.68,0.00,0.01,134.54,5.66
49.00,95.73,11.35,3.65,1.61,0.00,0.01,156.79,5.66
49.00,95.92,11.53,4.26,1.70,0.00,0.01,129.01,5.66
49.00,93.62,12.26,3.98,1.63,0.00,0.00,0,5.66
49.00,93.68,11.32,3.88,1.72,0.00,0.01,119.07,5.67
49.00,93.62,11.81,4.03,1.72,0.00,0.01,124.34,5.69
49.00,91.70,11.72,3.94,1.67,0.00,0.01,141.02,5.69
49.00,94.11,11.74,4.11,1.61,0.00,0.00,0,5.69
49.00,93.93,11.61,3.89,1.69,0.00,0.01,130.92,5.69
49.00,94.18,12.32,4.31,1.64,0.00,0.00,0,5.69
49.00,96.12,11.71,4.50,1.62,0.00,0.00,0,5.70
49.00,93.52,11.42,3.66,1.66,0.00,0.01,139.15,5.70
49.00,95.64,10.89,3.69,1.66,0.00,0.01,116.38,5.72
49.00,93.70,11.48,3.81,1.66,0.00,0.01,137.5,5.72
49.00,95.87,11.42,3.91,1.62,0.00,0.01,153.6,5.74
49.00,94.00,11.37,3.64,1.65,0.00,0.01,138.3,5.75
49.00,93.56,11.75,4.18,1.68,0.00,0.01,133.6,5.75
49.00,93.93,11.63,3.73,1.66,0.00,0.01,143.62,5.75
49.00,93.76,11.26,3.70,1.69,0.00,0.01,134.93,5.77
49.00,94.05,11.74,4.03,1.74,0.00,0.01,133.65,5.78
49.00,94.21,11.60,3.82,1.72,0.00,0.01,130.99,5.80
49.00,94.34,11.49,3.65,1.71,0.00,0.01,128.78,5.80
49.00,91.66,12.05,4.36,1.74,0.00,0.01,136.68,5.83
49.00,94.05,11.57,3.81,1.71,0.00,0.01,123.08,5.84
49.00,80.81,11.65,3.41,1.75,0.00,0.01,113.83,5.84
49.00,93.86,11.44,3.75,1.76,0.00,0.01,133.31,5.84
49.00,80.99,11.64,3.63,1.75,0.00,0.01,118.39,5.86
49.00,94.37,11.64,3.88,1.76,0.00,0.01,123.83,5.86
49.00,94.05,11.70,3.75,1.69,0.00,0.01,131.24,5.86
49.00,95.62,10.94,3.74,1.70,0.00,0.01,147.05,5.86
49.00,91.66,12.18,4.08,1.72,0.00,0.01,151.17,5.86
49.00,91.43,12.43,4.28,1.70,0.00,0.01,149.43,5.86
49.00,93.87,11.52,3.66,1.68,0.00,0.01,138.27,5.88
49.00,94.34,11.79,4.14,1.66,0.00,0.00,0,5.88
49.00,95.56,11.16,3.87,1.71,0.00,0.01,129.08,5.89
49.00,94.12,11.64,3.87,1.73,0.00,0.01,123.11,5.89
49.00,94.55,11.60,3.87,1.77,0.00,0.01,139.47,5.89
49.00,93.88,11.59,4.00,1.71,0.00,0.01,128.99,5.91
49.00,93.93,11.45,3.73,1.62,0.00,0.01,128.94,5.92
49.00,95.89,10.89,3.76,1.81,0.00,0.01,123.96,5.92
49.00,94.41,11.94,4.16,1.72,0.00,0.01,155.22,5.92
49.00,93.18,11.70,3.87,1.78,0.00,0.01,122.77,5.94
49.00,94.05,12.13,4.27,1.70,0.00,0.01,154.41,5.94
49.00,93.35,12.06,4.37,1.80,0.00,0.01,134.27,5.94
49.00,83.16,10.78,3.20,1.82,0.00,0.01,102.08,5.94
49.00,80.46,11.70,3.35,1.81,0.00,0.01,115.68,5.94
49.00,96.06,11.77,4.18,1.78,0.00,0.01,127.9,5.94
49.00,83.38,10.87,3.29,1.77,0.00,0.01,100.72,5.95
49.00,93.70,11.69,3.86,1.72,0.00,0.01,132.07,5.95
49.00,93.93,11.86,3.94,1.68,0.00,0.01,136.46,5.95
49.00,81.55,11.33,3.41,1.78,0.00,0.01,112.65,5.95
49.00,82.99,11.14,3.30,1.75,0.00,0.01,115.71,5.97
49.00,93.66,11.12,3.55,1.64,0.00,0.01,118.09,5.97
49.00,83.70,10.88,3.07,1.74,0.00,0.01,118.7,5.98
49.00,95.70,10.97,3.85,1.74,0.00,0.01,125.28,5.99
49.00,96.11,11.25,3.76,1.72,0.00,0.01,130.09,6.00
49.00,93.75,11.57,3.83,1.72,0.00,0.01,149.25,6.00
49.00,93.99,11.77,3.91,1.82,0.00,0.01,132.41,6.00
49.00,92.41,12.27,4.04,1.78,0.00,0.01,126.78,6.02
49.00,83.10,11.09,3.31,1.82,0.00,0.01,126.58,6.02
49.00,80.29,12.05,3.63,1.76,0.00,0.01,110.15,6.02
49.00,95.81,11.18,3.78,1.74,0.00,0.01,128.65,6.02
49.00,83.49,11.17,3.27,1.85,0.00,0.01,106.4,6.05
49.00,83.52,10.92,3.10,1.84,0.00,0.01,115.44,6.05
49.00,96.06,11.93,4.26,1.73,0.00,0.01,129.15,6.06
49.00,94.05,11.49,3.72,1.76,0.00,0.01,131.72,6.06
49.00,93.99,11.67,3.93,1.76,0.00,0.01,129.99,6.09
49.00,80.64,11.89,3.47,1.79,0.00,0.01,108.74,6.09
49.00,81.15,11.14,3.35,1.83,0.00,0.01,119.36,6.09
49.00,81.66,11.11,3.15,1.83,0.00,0.01,103.91,6.09
49.00,83.49,10.89,3.07,1.78,0.00,0.01,107.51,6.11
49.00,83.66,11.44,3.40,1.79,0.00,0.01,113.36,6.11
49.00,95.87,11.26,3.85,1.80,0.00,0.01,139.91,6.11
49.00,81.54,11.40,3.44,1.78,0.00,0.01,111.29,6.11
49.00,94.58,11.88,4.03,1.74,0.00,0.01,125.44,6.13
49.00,80.61,11.47,3.35,1.79,0.00,0.01,109.96,6.13
49.00,79.04,11.13,3.29,1.85,0.00,0.01,123.47,6.14
49.00,95.77,11.22,3.81,1.79,0.00,0.01,128.9,6.14
49.00,81.99,10.52,3.07,1.79,0.00,0.01,102.38,6.16
49.00,95.87,11.73,4.17,1.77,0.00,0.01,128.41,6.16
49.00,83.29,11.32,3.35,1.80,0.00,0.01,114.93,6.16
49.00,80.70,11.27,3.14,1.89,0.00,0.01,110.44,6.16
49.00,80.50,11.19,3.16,1.80,0.00,0.01,116.21,6.17
49.00,83.37,11.16,3.13,1.77,0.00,0.01,111.1,6.17
49.00,81.46,11.03,3.23,1.86,0.00,0.01,108.1,6.17
49.00,81.55,11.34,3.21,1.84,0.00,0.01,109.76,6.17
49.00,80.72,11.19,3.27,1.81,0.00,0.01,107.65,6.17
49.00,83.46,10.86,3.06,1.88,0.00,0.01,107.36,6.19
49.00,93.99,11.30,3.55,1.73,0.00,0.01,135.86,6.19
49.00,82.39,11.16,3.24,1.91,0.00,0.01,112.06,6.19
49.00,81.72,10.94,3.19,1.91,0.00,0.01,108,6.20
49.00,81.38,11.19,3.18,1.81,0.00,0.01,103.93,6.20
49.00,80.55,11.51,3.36,1.83,0.00,0.01,123.74,6.20
49.00,81.30,11.34,3.32,1.85,0.00,0.01,114.64,6.20
49.00,80.66,11.35,3.16,1.82,0.00,0.01,108.52,6.20
49.00,80.55,11.87,3.11,1.79,0.00,0.01,106.27,6.22
49.00,83.34,10.89,3.18,1.88,0.00,0.01,108.53,6.22
49.00,80.99,11.57,3.38,1.81,0.00,0.01,120.62,6.23
49.00,83.20,11.38,3.35,1.81,0.00,0.01,112.9,6.24
49.00,82.93,11.00,3.09,1.84,0.00,0.01,108.7,6.25
49.00,80.37,11.93,3.39,1.79,0.00,0.01,109.68,6.25
49.00,80.88,11.12,3.13,1.82,0.00,0.01,108.92,6.25
49.00,83.15,11.17,3.17,1.86,0.00,0.01,115.36,6.27
49.00,83.30,10.84,3.01,1.93,0.00,0.01,117.17,6.27
49.00,79.36,11.43,3.23,1.83,0.00,0.01,106.43,6.27
49.00,83.55,11.21,3.22,1.83,0.00,0.01,119.12,6.28
49.00,83.44,11.00,3.04,1.80,0.00,0.01,117.16,6.28
49.00,81.16,11.03,3.04,1.84,0.00,0.01,110.97,6.28
49.00,81.22,10.97,2.99,1.90,0.00,0.01,105.49,6.28
49.00,81.15,11.02,3.09,1.93,0.00,0.01,106.11,6.30
49.00,80.57,11.94,3.57,1.87,0.00,0.01,109.46,6.30
49.00,82.88,11.14,3.23,1.83,0.00,0.01,116.32,6.30
49.00,81.31,11.74,3.37,1.83,0.00,0.01,115.08,6.31
49.00,84.04,10.86,3.09,1.88,0.00,0.01,113.79,6.31
49.00,81.72,11.12,3.08,1.87,0.00,0.01,115.67,6.31
49.00,80.83,11.74,3.33,1.87,0.00,0.01,108.95,6.34
49.00,83.49,11.08,3.01,1.83,0.00,0.01,108.08,6.38
49.00,80.60,11.36,3.35,1.87,0.00,0.01,113.87,6.39
49.00,81.44,11.18,3.08,1.93,0.00,0.01,111.4,6.39
49.00,80.46,11.14,3.20,1.86,0.00,0.01,116.71,6.41
49.00,81.09,10.91,3.11,1.85,0.00,0.01,110.16,6.41
49.00,82.77,11.29,3.16,1.88,0.00,0.01,117.33,6.41
49.00,80.94,11.47,3.21,1.87,0.00,0.01,109.06,6.41
49.00,83.04,10.97,3.25,1.90,0.00,0.01,111.34,6.44
49.00,80.61,11.32,3.15,1.88,0.00,0.01,108.06,6.47
49.00,82.52,11.54,3.44,1.87,0.00,0.01,114.07,6.53
49.00,81.17,11.45,3.08,1.88,0.00,0.01,117.25,6.55
49.00,80.66,11.34,3.05,1.91,0.00,0.01,119,6.58
49.00,83.55,10.93,3.06,1.95,0.00,0.01,109.38,6.58
21.00,0.00,0.00,1.22,2.46,0.00,0.00,0,11.95
21.00,0.00,0.00,1.54,2.73,0.00,0.00,0,12.17
21.00,74.66,11.00,4.89,2.28,0.00,0.00,0,12.61
32.00,0.00,0.00,0.00,1.52,0.00,0.00,0,12.81
32.00,105.66,11.33,4.58,3.80,0.00,0.00,399.14,12.81
32.00,107.66,13.83,4.63,3.40,0.00,0.01,156.76,13.05
26.00,108.33,15.37,5.49,3.47,0.00,0.00,0,13.14
49.00,89.79,13.06,3.64,3.49,0.00,0.00,0,14.08
49.00,96.19,11.30,3.69,3.82,0.01,0.00,0,14.28
21.00,103.12,13.36,5.00,4.02,0.01,0.00,0,14.31
32.00,94.88,11.92,4.46,4.09,0.00,0.00,0,14.58
32.00,110.36,13.56,5.40,4.17,0.00,0.01,138.93,14.73
21.00,102.62,13.12,5.12,4.00,0.01,0.00,0,14.80
21.00,101.66,11.99,4.35,3.81,0.01,0.00,0,14.80
21.00,110.99,12.75,4.27,3.79,0.00,0.01,178.75,14.86
21.00,103.62,13.46,4.53,3.71,0.01,0.00,0,15.02
21.00,94.86,11.22,3.91,4.24,0.00,0.01,150.45,15.02
49.00,98.88,11.71,3.96,4.01,0.00,0.01,137.13,15.03
21.00,95.77,11.54,4.16,4.24,0.00,0.01,156.05,15.05
32.00,102.87,13.65,5.65,4.19,0.01,0.00,0,15.11
21.00,100.66,12.77,4.16,3.83,0.01,0.00,0,15.17
32.00,102.22,11.02,5.21,4.28,0.00,0.00,0,15.95
21.00,97.35,11.59,4.70,4.53,0.00,0.00,0,16.06
21.00,102.91,10.83,4.17,4.70,0.00,0.00,0,16.08
21.00,99.99,11.54,4.81,4.74,0.00,0.00,0,16.19
21.00,98.83,11.49,4.76,4.71,0.01,0.00,0,16.36
21.00,98.08,11.43,4.22,4.68,0.01,0.00,0,16.41
21.00,102.49,11.21,4.25,4.63,0.01,0.00,0,16.52
26.00,101.50,12.66,4.32,4.65,0.00,0.01,153.72,16.52
26.00,103.64,12.31,4.30,4.75,0.00,0.01,166.92,16.53
49.00,80.99,11.47,3.20,4.76,0.00,0.01,106.69,16.55
26.00,107.41,11.77,4.07,4.77,0.00,0.01,175.75,16.65
21.00,94.22,12.65,4.70,4.62,0.01,0.00,0,16.66
26.00,104.41,11.44,4.11,4.33,0.00,0.01,144.1,16.75
26.00,107.49,11.35,4.32,4.96,0.00,0.01,169.28,16.97
32.00,107.50,11.73,4.76,4.70,0.00,0.01,143.54,17.02
49.00,95.39,11.43,4.10,4.99,0.01,0.01,124.21,17.04
26.00,104.66,14.40,4.69,4.25,0.00,0.01,158.63,17.22
26.00,105.87,11.60,4.08,4.92,0.00,0.01,184.71,17.31
32.00,108.05,12.26,5.08,4.69,0.00,0.01,145.27,17.38
32.00,104.15,12.07,4.95,4.79,0.00,0.01,151.21,17.52
32.00,109.11,13.29,5.58,4.79,0.00,0.01,187.15,17.72
21.00,105.33,12.67,2.65,4.30,0.00,0.00,0,17.89
21.00,105.57,11.33,4.15,5.01,0.01,0.00,0,18.05
26.00,111.99,12.60,2.61,3.65,0.00,0.01,165.99,18.13
21.00,101.42,11.73,4.46,5.21,0.01,0.00,0,18.22
21.00,121.19,13.78,5.06,4.52,0.00,0.01,175.8,18.45
21.00,97.85,12.16,3.61,5.22,0.01,0.00,0,19.17
32.00,109.62,12.32,3.97,5.42,0.00,0.01,153.29,19.94
49.00,94.36,12.05,3.72,5.38,0.01,0.00,0,20.06
32.00,106.71,10.98,4.28,5.00,0.01,0.01,130.23,20.30
