Length(mm),Welding Current (avg) (A),Welding Voltage (avg) (V),Welding Wire Speed (avg) (m/min),Welding Gas Usage (l),Welding Robot Speed (m/s),Welding Cycle Time
32.00,105.82,13.17,5.63,1.11,0.01,3.88
32.00,102.81,13.60,6.04,1.06,0.00,3.88
21.00,94.81,12.34,4.78,1.09,0.00,3.88
32.00,113.44,13.10,5.53,1.13,0.01,3.89
21.00,90.35,12.06,4.95,1.12,0.00,3.89
21.00,94.17,12.08,4.86,1.15,0.00,3.89
32.00,111.16,13.53,6.71,1.16,0.01,3.89
32.00,109.54,12.68,5.16,1.12,0.01,3.89
32.00,90.90,11.23,4.17,1.13,0.00,3.89
32.00,100.30,11.77,4.71,1.02,0.00,3.89
21.00,94.66,12.35,4.91,1.11,0.00,3.91
32.00,109.69,12.88,4.67,1.10,0.01,3.91
32.00,110.49,12.40,4.81,1.15,0.01,3.91
32.00,95.30,10.46,4.13,1.09,0.00,3.91
21.00,93.54,12.46,5.00,1.14,0.00,3.91
26.00,101.54,12.16,4.21,1.16,0.00,3.92
26.00,101.29,12.37,4.70,1.13,0.00,3.92
21.00,93.72,12.03,4.76,1.13,0.00,3.92
21.00,95.91,12.53,5.27,1.19,0.00,3.92
21.00,92.99,12.46,4.62,1.13,0.00,3.92
32.00,104.29,11.18,4.05,1.09,0.01,3.92
32.00,111.63,13.11,5.53,1.14,0.01,3.92
32.00,107.17,13.71,5.73,1.15,0.01,3.92
32.00,109.79,12.87,5.44,1.12,0.01,3.92
32.00,109.17,13.34,5.66,1.13,0.01,3.92
32.00,108.81,12.16,5.50,1.16,0.01,3.92
32.00,102.10,12.10,5.07,1.02,0.00,3.92
32.00,90.80,11.20,4.12,1.07,0.00,3.92
32.00,100.08,12.33,5.22,1.07,0.00,3.92
32.00,98.44,12.72,5.53,1.02,0.00,3.92
21.00,102.62,11.07,3.59,1.13,0.00,3.94
21.00,94.35,12.34,4.73,1.09,0.00,3.94
32.00,104.79,13.34,4.49,1.11,0.01,3.94
32.00,97.26,11.45,5.06,1.02,0.00,3.94
21.00,95.90,12.43,4.97,1.12,0.00,3.94
21.00,99.89,11.55,5.13,1.16,0.00,3.94
32.00,90.81,10.99,4.35,1.13,0.00,3.94
21.00,91.99,11.47,4.82,1.14,0.00,3.95
21.00,97.66,11.42,4.68,1.09,0.00,3.95
21.00,90.26,12.15,4.66,1.15,0.00,3.95
32.00,102.36,12.21,5.02,1.06,0.00,3.95
32.00,94.90,10.36,4.36,1.09,0.00,3.95
32.00,100.09,12.91,5.11,1.09,0.00,3.95
32.00,94.99,10.56,4.17,1.10,0.00,3.95
21.00,95.60,10.89,3.96,1.00,0.01,3.95
21.00,92.54,10.66,3.68,1.02,0.01,3.95
32.00,113.69,12.55,5.37,1.15,0.01,3.95
32.00,104.17,11.55,4.38,1.07,0.00,3.95
32.00,89.00,11.31,4.10,1.11,0.00,3.95
32.00,87.90,11.28,4.39,1.11,0.00,3.97
21.00,91.99,10.63,3.64,1.03,0.01,3.97
49.00,95.68,11.61,4.37,1.17,0.00,3.97
26.00,105.77,11.70,4.08,1.12,0.00,3.97
21.00,92.24,13.16,4.96,1.17,0.00,3.97
32.00,99.90,10.80,4.34,1.13,0.01,3.97
32.00,110.99,12.40,5.36,1.18,0.01,3.97
32.00,108.16,13.26,5.73,1.18,0.01,3.97
32.00,110.19,13.33,5.57,1.13,0.01,3.97
32.00,98.26,12.95,4.61,1.09,0.00,3.97
32.00,103.72,12.37,4.82,1.12,0.00,3.97
21.00,97.91,11.90,5.05,1.17,0.00,3.98
32.00,107.49,12.91,5.08,1.11,0.01,3.98
21.00,95.35,12.11,4.74,1.15,0.00,3.98
32.00,110.79,12.41,5.34,1.16,0.01,3.98
32.00,101.74,13.39,5.58,1.17,0.01,3.98
32.00,109.74,13.48,5.80,1.16,0.01,3.98
32.00,109.66,12.94,5.51,1.20,0.01,3.98
32.00,94.99,10.39,4.31,1.12,0.00,3.98
26.00,100.90,13.09,4.75,1.12,0.00,3.99
21.00,99.49,11.56,4.82,1.15,0.00,3.99
21.00,95.99,11.49,5.26,1.15,0.00,3.99
21.00,93.53,12.04,4.85,1.14,0.00,3.99
21.00,93.82,11.93,4.89,1.17,0.00,3.99
32.00,107.24,13.73,5.77,1.13,0.01,3.99
32.00,112.17,13.30,5.63,1.13,0.01,3.99
32.00,96.99,12.93,5.35,1.08,0.00,3.99
32.00,100.38,11.47,4.52,1.16,0.01,4.00
21.00,94.59,12.24,5.05,1.15,0.00,4.00
21.00,93.81,12.34,4.68,1.14,0.00,4.00
21.00,93.49,12.01,4.74,1.14,0.00,4.00
32.00,108.90,13.26,5.24,1.13,0.01,4.00
32.00,113.19,13.89,6.10,1.13,0.01,4.00
32.00,108.17,12.98,5.36,1.16,0.01,4.00
32.00,113.39,12.55,5.32,1.17,0.01,4.00
32.00,103.27,12.35,5.09,1.09,0.00,4.00
32.00,104.72,11.63,4.20,1.07,0.00,4.00
32.00,105.79,12.73,4.88,1.03,0.00,4.00
32.00,104.72,12.99,4.96,1.11,0.00,4.00
32.00,104.99,12.94,5.50,1.04,0.00,4.00
32.00,87.99,11.48,4.26,1.07,0.00,4.00
32.00,103.17,12.17,4.62,1.11,0.00,4.00
32.00,105.27,11.45,5.21,1.16,0.00,4.02
21.00,94.54,12.46,5.08,1.16,0.00,4.02
32.00,110.90,13.14,6.00,1.16,0.01,4.02
21.00,86.99,10.23,3.60,1.01,0.01,4.02
32.00,100.53,11.01,4.31,1.18,0.01,4.03
32.00,101.08,11.05,4.42,1.10,0.01,4.03
32.00,107.24,13.71,5.33,1.17,0.01,4.03
32.00,109.54,13.11,5.28,1.19,0.01,4.03
21.00,92.83,12.00,4.63,1.15,0.00,4.03
21.00,92.91,12.10,4.87,1.16,0.00,4.05
32.00,100.72,11.12,4.53,1.05,0.01,4.05
32.00,102.07,11.28,3.83,1.12,0.01,4.05
32.00,102.53,12.18,4.74,1.11,0.01,4.05
32.00,108.49,13.03,5.22,1.18,0.01,4.05
32.00,111.99,12.41,5.79,1.09,0.01,4.05
21.00,97.29,11.37,4.40,1.18,0.00,4.06
32.00,107.54,12.78,4.95,1.16,0.01,4.06
32.00,105.99,12.52,5.32,1.16,0.01,4.06
32.00,112.54,14.31,6.58,1.15,0.01,4.06
32.00,108.58,12.66,5.35,1.16,0.01,4.06
32.00,99.74,10.81,4.05,1.09,0.01,4.06
32.00,107.89,12.92,4.81,1.15,0.01,4.06
32.00,108.57,12.80,5.77,1.17,0.01,4.06
21.00,95.35,12.43,4.90,1.17,0.00,4.08
32.00,105.08,12.59,5.01,1.17,0.01,4.08
21.00,94.16,12.15,5.02,1.16,0.00,4.08
32.00,104.61,11.53,4.47,1.10,0.01,4.08
32.00,101.49,11.24,4.00,1.08,0.01,4.08
21.00,90.91,13.05,4.69,1.18,0.00,4.09
21.00,94.74,12.38,4.83,1.18,0.00,4.09
32.00,100.66,10.98,3.94,1.14,0.01,4.09
32.00,104.17,11.70,4.40,1.13,0.01,4.09
32.00,107.07,13.12,5.41,1.19,0.01,4.09
32.00,86.44,11.48,4.23,1.10,0.00,4.09
32.00,108.66,11.68,5.35,1.17,0.00,4.11
32.00,91.35,11.32,4.35,1.11,0.00,4.11
21.00,100.09,11.48,4.66,1.16,0.00,4.11
32.00,104.66,11.41,4.59,1.13,0.01,4.11
32.00,104.58,11.52,5.33,1.15,0.00,4.11
32.00,107.91,11.94,5.50,1.18,0.00,4.11
21.00,94.44,11.28,4.58,1.22,0.00,4.13
32.00,100.32,11.17,4.29,1.12,0.01,4.13
32.00,104.24,14.07,6.33,1.22,0.01,4.13
32.00,110.91,13.02,6.03,1.22,0.01,4.13
21.00,96.49,12.49,5.09,1.20,0.00,4.14
32.00,105.58,11.08,4.67,1.15,0.00,4.14
32.00,101.53,11.51,4.31,1.15,0.01,4.14
32.00,105.88,13.09,4.85,1.16,0.01,4.14
32.00,105.26,13.22,5.94,1.23,0.01,4.14
32.00,101.26,11.27,4.10,1.10,0.01,4.16
32.00,108.99,13.81,5.78,1.21,0.01,4.16
32.00,101.25,11.68,4.86,1.14,0.01,4.16
32.00,105.74,11.44,5.50,1.13,0.00,4.17
32.00,101.66,11.40,4.63,1.11,0.01,4.17
32.00,99.33,11.02,4.10,1.15,0.01,4.17
32.00,100.81,11.27,4.60,1.13,0.01,4.17
32.00,101.33,11.25,4.23,1.08,0.01,4.17
32.00,105.08,11.39,5.21,1.21,0.00,4.17
32.00,104.26,11.42,4.38,1.14,0.01,4.17
32.00,104.76,11.15,4.26,1.13,0.01,4.19
32.00,108.08,12.43,5.29,1.22,0.01,4.19
32.00,104.26,11.52,4.24,1.12,0.01,4.19
32.00,103.75,11.41,4.12,1.12,0.01,4.19
32.00,108.33,11.31,4.92,1.17,0.00,4.19
32.00,101.66,11.34,4.56,1.17,0.01,4.20
32.00,106.17,11.31,4.19,1.11,0.01,4.20
32.00,99.16,11.04,4.08,1.13,0.01,4.20
32.00,104.44,11.46,4.37,1.09,0.01,4.20
32.00,105.41,11.39,4.37,1.14,0.01,4.20
32.00,100.53,11.17,3.91,1.22,0.01,4.20
32.00,108.08,14.19,6.28,1.11,0.01,4.20
21.00,94.49,11.21,4.45,1.19,0.00,4.20
32.00,107.91,13.61,5.91,1.19,0.01,4.20
32.00,112.49,13.12,5.59,1.22,0.01,4.22
32.00,105.16,12.02,5.70,1.14,0.00,4.22
32.00,94.99,11.33,4.38,1.12,0.01,4.22
32.00,93.30,10.64,4.39,1.16,0.01,4.22
32.00,102.99,11.42,4.62,1.17,0.01,4.22
32.00,108.45,11.82,5.63,1.21,0.00,4.22
32.00,108.66,11.48,4.90,1.14,0.00,4.22
32.00,103.00,11.50,4.58,1.14,0.01,4.23
32.00,104.63,11.70,5.69,1.18,0.00,4.23
32.00,98.90,11.27,4.38,1.14,0.01,4.25
32.00,103.68,11.43,5.01,1.19,0.00,4.25
32.00,104.24,11.61,4.51,1.19,0.01,4.25
32.00,97.77,10.97,4.17,1.19,0.01,4.27
32.00,101.91,11.16,3.84,1.16,0.01,4.27
32.00,105.92,11.42,5.14,1.20,0.00,4.27
32.00,102.61,11.51,4.41,1.13,0.01,4.28
32.00,105.49,11.34,4.98,1.18,0.00,4.28
32.00,104.99,11.82,5.67,1.18,0.00,4.28
32.00,101.16,12.01,4.81,1.13,0.01,4.28
32.00,106.91,12.67,5.34,1.22,0.01,4.28
21.00,94.41,12.27,4.91,1.22,0.00,4.28
32.00,97.76,11.20,4.00,1.14,0.01,4.28
32.00,101.99,11.36,4.24,1.17,0.01,4.28
32.00,109.41,11.41,4.98,1.13,0.00,4.28
32.00,104.99,11.39,5.40,1.17,0.00,4.30
32.00,96.32,11.07,4.43,1.18,0.01,4.30
32.00,102.49,11.06,4.11,1.15,0.01,4.31
32.00,108.58,11.18,4.97,1.17,0.00,4.31
32.00,109.99,12.78,5.70,1.26,0.01,4.31
32.00,109.61,11.82,4.63,1.21,0.01,4.31
32.00,97.92,11.36,4.28,1.15,0.01,4.31
32.00,102.68,10.96,4.75,1.18,0.00,4.31
32.00,102.91,11.14,4.16,1.18,0.01,4.33
32.00,108.84,11.68,5.17,1.17,0.00,4.33
21.00,97.63,11.38,4.88,1.27,0.00,4.34
21.00,94.41,12.05,4.73,1.31,0.00,4.34
32.00,99.38,11.26,4.42,1.19,0.01,4.34
32.00,105.08,11.51,5.10,1.20,0.00,4.34
32.00,103.92,11.62,4.27,1.13,0.01,4.36
32.00,105.68,11.55,5.13,1.21,0.00,4.36
32.00,103.33,11.48,4.56,1.17,0.01,4.36
32.00,105.15,11.20,5.57,1.22,0.00,4.36
32.00,104.61,11.49,4.31,1.21,0.01,4.36
32.00,107.99,11.56,4.95,1.13,0.00,4.37
21.00,90.08,12.17,4.59,1.27,0.00,4.38
32.00,105.91,11.73,5.56,1.22,0.00,4.38
32.00,98.07,10.71,3.89,1.23,0.01,4.38
32.00,104.17,11.60,4.49,1.17,0.01,4.38
32.00,101.30,11.05,4.04,1.22,0.01,4.39
32.00,107.68,12.11,5.51,1.21,0.00,4.39
32.00,105.76,11.81,5.36,1.21,0.00,4.39
32.00,106.07,11.14,5.22,1.19,0.00,4.39
32.00,109.08,11.73,5.39,1.17,0.00,4.39
32.00,108.18,12.05,5.53,1.19,0.00,4.41
32.00,100.68,11.08,3.90,1.18,0.01,4.42
32.00,105.76,11.38,5.08,1.16,0.00,4.44
32.00,108.41,11.84,5.14,1.21,0.00,4.44
32.00,105.41,11.12,5.20,1.26,0.00,4.44
32.00,105.30,11.36,5.42,1.27,0.00,4.44
32.00,108.22,11.79,5.52,1.25,0.00,4.44
32.00,101.83,11.33,4.22,1.15,0.01,4.44
32.00,106.13,11.56,5.30,1.25,0.00,4.44
32.00,103.63,11.35,5.65,1.18,0.00,4.44
32.00,108.22,11.36,4.80,1.25,0.01,4.45
32.00,108.16,12.04,5.77,1.22,0.00,4.45
32.00,105.07,11.86,5.55,1.25,0.00,4.45
32.00,110.99,11.62,4.46,1.25,0.01,4.47
32.00,105.91,10.72,4.52,1.21,0.01,4.47
32.00,105.74,11.46,4.71,1.21,0.00,4.47
32.00,104.99,11.45,5.49,1.17,0.00,4.48
32.00,108.15,11.79,5.06,1.22,0.00,4.49
32.00,103.56,11.34,5.48,1.26,0.00,4.49
32.00,102.99,11.48,4.27,1.21,0.01,4.49
49.00,92.85,11.88,4.18,1.28,0.00,4.50
32.00,105.30,11.51,5.42,1.26,0.00,4.52
32.00,105.38,11.72,5.59,1.21,0.00,4.52
32.00,105.68,11.22,4.90,1.22,0.00,4.52
32.00,105.41,11.62,5.36,1.20,0.00,4.52
49.00,94.39,11.91,4.31,1.32,0.00,4.53
32.00,107.63,11.39,4.57,1.26,0.01,4.53
32.00,108.13,11.96,4.80,1.25,0.01,4.53
32.00,108.45,11.67,5.16,1.26,0.00,4.53
32.00,106.21,11.40,5.37,1.28,0.00,4.53
49.00,94.46,11.85,4.21,1.29,0.00,4.55
32.00,99.99,11.34,4.20,1.25,0.01,4.55
32.00,106.15,11.04,4.93,1.25,0.00,4.55
32.00,107.76,10.83,4.41,1.28,0.01,4.56
32.00,105.42,11.55,4.54,1.27,0.01,4.56
32.00,106.22,11.32,5.08,1.24,0.00,4.56
32.00,106.72,11.32,4.48,1.26,0.01,4.58
32.00,108.66,12.04,5.57,1.26,0.00,4.58
32.00,102.92,11.49,5.09,1.23,0.00,4.58
32.00,108.38,11.60,5.28,1.23,0.00,4.58
32.00,100.75,11.21,4.04,1.22,0.01,4.58
32.00,105.58,11.52,5.47,1.20,0.00,4.58
32.00,105.58,11.46,5.43,1.22,0.00,4.58
32.00,107.35,11.80,4.93,1.33,0.01,4.58
49.00,95.85,11.79,4.27,1.31,0.00,4.59
32.00,109.56,11.48,4.46,1.25,0.01,4.59
49.00,92.99,11.72,4.01,1.37,0.00,4.59
32.00,104.92,11.08,4.33,1.29,0.01,4.59
32.00,106.30,11.42,5.15,1.29,0.00,4.61
32.00,102.53,11.33,4.70,1.22,0.00,4.61
32.00,108.91,11.62,4.64,1.24,0.01,4.61
32.00,100.58,11.16,4.20,1.18,0.01,4.61
32.00,107.14,11.65,4.53,1.32,0.01,4.63
32.00,107.16,10.89,4.12,1.24,0.01,4.63
49.00,94.12,12.01,4.41,1.35,0.00,4.64
49.00,92.84,12.05,4.07,1.31,0.00,4.64
49.00,93.42,12.56,4.59,1.30,0.00,4.64
32.00,106.15,10.92,4.13,1.27,0.01,4.64
32.00,108.15,11.97,5.09,1.26,0.00,4.64
32.00,108.69,11.20,4.38,1.31,0.01,4.66
32.00,109.66,11.00,4.11,1.24,0.01,4.66
32.00,107.20,11.35,4.56,1.34,0.01,4.66
32.00,108.38,11.21,4.69,1.28,0.00,4.66
32.00,103.41,11.43,4.63,1.22,0.01,4.66
32.00,107.77,11.21,4.38,1.35,0.01,4.67
32.00,108.92,12.01,4.73,1.34,0.01,4.67
49.00,93.35,12.37,4.28,1.32,0.00,4.67
49.00,92.53,12.19,4.18,1.31,0.00,4.67
32.00,106.70,10.89,4.38,1.28,0.01,4.67
49.00,95.26,11.05,3.84,1.36,0.00,4.69
49.00,96.24,11.56,4.23,1.40,0.00,4.69
49.00,94.14,11.83,4.03,1.34,0.00,4.69
32.00,108.07,11.15,4.29,1.30,0.01,4.69
32.00,105.99,11.16,4.37,1.26,0.01,4.69
32.00,103.20,11.31,4.97,1.27,0.00,4.69
32.00,103.07,11.08,4.96,1.27,0.00,4.69
32.00,105.84,11.62,5.32,1.30,0.00,4.70
32.00,105.45,11.40,5.17,1.26,0.00,4.72
32.00,107.22,11.05,4.40,1.29,0.01,4.72
32.00,110.07,11.39,4.62,1.30,0.01,4.72
32.00,105.35,11.11,4.14,1.31,0.01,4.72
32.00,108.06,10.94,4.34,1.32,0.01,4.72
32.00,106.42,11.29,5.14,1.29,0.00,4.72
49.00,96.60,11.45,4.18,1.32,0.00,4.74
49.00,96.06,11.63,4.11,1.34,0.00,4.75
49.00,93.22,12.45,4.07,1.36,0.00,4.75
49.00,93.21,12.33,4.53,1.35,0.00,4.75
32.00,107.30,11.76,4.71,1.37,0.01,4.75
32.00,99.61,10.91,4.13,1.22,0.01,4.75
49.00,96.43,12.13,4.31,1.34,0.00,4.75
49.00,96.35,11.26,4.10,1.36,0.00,4.75
49.00,95.92,11.71,4.35,1.38,0.00,4.77
32.00,110.16,11.50,4.42,1.34,0.01,4.77
49.00,93.91,11.91,4.08,1.35,0.00,4.77
49.00,92.99,11.51,3.91,1.32,0.00,4.78
32.00,107.99,11.67,5.05,1.32,0.00,4.78
49.00,95.81,11.42,4.21,1.33,0.00,4.78
32.00,109.34,11.60,4.61,1.33,0.01,4.78
49.00,93.35,12.58,4.59,1.39,0.00,4.80
32.00,107.61,11.09,4.36,1.34,0.01,4.80
49.00,96.64,11.39,4.22,1.40,0.00,4.81
32.00,107.45,11.21,4.65,1.32,0.01,4.81
32.00,106.15,11.21,4.91,1.33,0.00,4.81
49.00,93.06,11.76,3.83,1.34,0.00,4.81
32.00,106.15,11.61,4.38,1.32,0.01,4.81
49.00,93.86,11.86,4.29,1.46,0.00,4.83
32.00,106.35,10.80,3.99,1.29,0.01,4.83
32.00,108.06,11.37,4.83,1.35,0.01,4.83
32.00,104.84,11.70,5.69,1.31,0.00,4.83
49.00,91.46,12.71,4.21,1.37,0.00,4.83
32.00,111.06,11.19,4.24,1.36,0.01,4.83
49.00,93.42,12.01,4.10,1.39,0.00,4.84
49.00,91.71,12.13,3.88,1.37,0.00,4.84
49.00,95.84,11.40,3.94,1.33,0.00,4.84
32.00,108.06,12.07,4.98,1.30,0.01,4.84
49.00,95.07,11.80,4.09,1.38,0.00,4.86
49.00,93.52,12.05,4.39,1.35,0.00,4.86
49.00,93.86,11.75,4.02,1.39,0.00,4.86
32.00,108.27,11.05,4.14,1.40,0.01,4.86
49.00,91.64,12.62,4.32,1.43,0.00,4.86
49.00,93.19,12.25,4.31,1.42,0.00,4.86
32.00,109.24,11.35,4.56,1.30,0.01,4.86
49.00,93.14,11.91,3.87,1.44,0.00,4.88
32.00,107.91,11.16,4.31,1.30,0.01,4.88
32.00,107.77,11.46,4.53,1.39,0.01,4.88
32.00,95.56,11.57,4.66,1.42,0.00,4.88
49.00,95.91,10.98,3.65,1.34,0.00,4.88
32.00,105.70,11.04,4.33,1.37,0.01,4.89
32.00,108.35,11.47,4.64,1.31,0.01,4.89
32.00,110.52,11.83,4.75,1.38,0.01,4.91
49.00,93.07,11.71,3.85,1.43,0.00,4.91
32.00,105.42,11.07,3.99,1.37,0.01,4.91
32.00,103.71,10.61,4.24,1.33,0.01,4.91
32.00,106.92,11.24,4.37,1.33,0.01,4.91
32.00,110.26,11.46,4.79,1.35,0.01,4.92
49.00,93.06,12.02,4.28,1.47,0.00,4.92
49.00,95.76,11.34,4.07,1.43,0.00,4.92
49.00,94.26,12.63,4.57,1.41,0.00,4.92
32.00,94.37,11.55,4.72,1.43,0.00,4.92
32.00,103.92,11.28,4.78,1.38,0.01,4.92
49.00,93.64,11.50,3.54,1.34,0.00,4.94
32.00,104.42,11.58,4.47,1.38,0.01,4.94
32.00,95.87,11.52,4.77,1.38,0.00,4.94
49.00,95.85,11.53,4.21,1.41,0.00,4.94
49.00,92.09,12.02,4.21,1.38,0.00,4.94
49.00,92.49,12.03,3.75,1.37,0.00,4.95
49.00,90.64,12.82,4.49,1.37,0.00,4.97
32.00,109.06,11.16,4.43,1.37,0.01,4.97
32.00,106.14,11.14,4.57,1.34,0.01,4.97
49.00,96.14,12.04,4.60,1.51,0.00,4.98
32.00,110.42,11.30,4.46,1.36,0.01,4.99
32.00,107.53,11.12,4.30,1.33,0.01,4.99
32.00,109.63,11.53,4.53,1.39,0.01,4.99
49.00,94.33,11.37,3.83,1.39,0.00,5.00
32.00,95.52,11.66,4.74,1.39,0.00,5.00
49.00,92.28,11.46,3.80,1.37,0.00,5.02
32.00,106.93,11.25,4.69,1.39,0.01,5.02
32.00,94.57,11.47,4.80,1.44,0.00,5.02
32.00,94.66,11.33,4.62,1.45,0.00,5.03
49.00,93.19,11.98,4.42,1.39,0.00,5.05
49.00,95.49,12.21,4.37,1.44,0.00,5.05
32.00,96.28,11.79,4.99,1.44,0.00,5.05
32.00,95.59,11.78,4.74,1.44,0.00,5.05
49.00,93.93,12.49,4.47,1.46,0.00,5.06
49.00,94.25,12.06,4.46,1.50,0.00,5.06
49.00,96.53,10.99,3.79,1.43,0.00,5.06
49.00,93.99,12.26,4.27,1.40,0.00,5.08
49.00,94.00,12.04,4.33,1.55,0.00,5.08
32.00,94.93,11.42,4.14,1.48,0.00,5.08
32.00,107.76,11.49,4.53,1.37,0.01,5.08
32.00,108.34,11.55,4.51,1.35,0.01,5.08
49.00,93.59,12.21,4.75,1.48,0.00,5.09
49.00,95.92,11.69,4.07,1.46,0.00,5.11
32.00,94.44,11.50,4.58,1.49,0.00,5.11
49.00,93.79,12.16,4.49,1.46,0.00,5.11
49.00,93.92,11.80,3.99,1.41,0.00,5.11
49.00,91.19,12.67,4.28,1.42,0.00,5.11
32.00,95.52,11.63,4.93,1.43,0.00,5.11
32.00,95.46,11.53,4.41,1.41,0.00,5.11
49.00,97.28,11.83,4.34,1.54,0.00,5.12
32.00,96.52,11.79,4.81,1.42,0.00,5.13
32.00,91.92,11.23,4.77,1.45,0.00,5.13
32.00,105.13,11.61,4.66,1.40,0.01,5.13
49.00,93.79,11.68,4.28,1.46,0.00,5.13
49.00,94.19,11.97,4.35,1.48,0.00,5.13
32.00,95.39,11.45,4.76,1.42,0.00,5.13
49.00,96.59,12.35,4.61,1.48,0.00,5.14
32.00,95.00,11.56,4.88,1.46,0.00,5.14
49.00,91.12,12.08,4.36,1.51,0.00,5.16
49.00,93.64,11.80,3.56,1.46,0.00,5.16
49.00,93.75,11.45,4.04,1.52,0.00,5.16
49.00,95.35,11.04,3.57,1.48,0.00,5.16
32.00,95.52,11.61,4.85,1.46,0.00,5.16
49.00,93.75,11.88,4.21,1.48,0.00,5.17
49.00,93.78,11.78,3.96,1.55,0.00,5.17
32.00,90.29,10.97,4.39,1.46,0.00,5.19
49.00,94.13,12.32,4.45,1.48,0.00,5.19
32.00,94.46,11.41,4.31,1.44,0.00,5.19
32.00,95.46,11.30,4.67,1.45,0.00,5.19
32.00,95.75,11.90,4.64,1.49,0.00,5.19
49.00,93.72,11.72,3.96,1.36,0.00,5.19
49.00,93.66,12.17,4.53,1.52,0.00,5.20
49.00,93.85,12.49,4.36,1.44,0.00,5.20
32.00,95.28,11.60,4.56,1.45,0.00,5.20
32.00,96.39,11.56,4.57,1.43,0.00,5.20
49.00,94.25,11.57,4.11,1.58,0.00,5.20
49.00,95.83,11.04,3.88,1.51,0.00,5.20
32.00,95.79,11.53,4.79,1.48,0.00,5.22
32.00,95.78,11.54,4.73,1.49,0.00,5.22
49.00,94.62,11.80,4.17,1.48,0.00,5.22
32.00,95.62,11.95,4.74,1.46,0.00,5.22
32.00,94.62,11.44,4.54,1.47,0.00,5.22
49.00,94.62,11.82,4.24,1.50,0.00,5.23
32.00,95.65,11.85,4.84,1.44,0.00,5.23
32.00,96.50,11.72,4.59,1.50,0.00,5.23
49.00,93.59,11.87,4.26,1.51,0.00,5.24
32.00,108.71,11.40,4.61,1.47,0.01,5.24
32.00,95.46,11.35,4.70,1.50,0.00,5.25
49.00,93.72,11.93,4.35,1.51,0.00,5.25
32.00,95.06,11.34,4.33,1.35,0.00,5.25
32.00,96.28,11.57,4.88,1.47,0.00,5.25
32.00,95.87,11.47,4.65,1.45,0.00,5.25
32.00,95.00,11.59,5.01,1.55,0.00,5.25
49.00,93.81,11.53,4.04,1.52,0.00,5.25
49.00,96.46,12.16,4.42,1.56,0.00,5.27
49.00,93.99,11.31,3.88,1.56,0.00,5.27
49.00,93.14,11.56,4.19,1.48,0.00,5.27
49.00,93.79,12.17,4.32,1.54,0.00,5.27
32.00,96.46,11.74,4.70,1.49,0.00,5.27
49.00,93.75,11.99,4.48,1.52,0.00,5.28
32.00,95.40,11.03,4.26,1.51,0.00,5.28
49.00,93.86,11.91,4.37,1.59,0.00,5.28
49.00,94.00,12.32,4.12,1.60,0.00,5.30
49.00,96.06,11.02,3.88,1.59,0.00,5.30
49.00,96.33,11.51,4.26,1.52,0.00,5.30
49.00,96.66,11.48,4.04,1.50,0.00,5.30
49.00,94.06,11.92,4.06,1.53,0.00,5.30
32.00,94.81,11.68,4.60,1.45,0.00,5.30
32.00,93.50,11.48,4.68,1.52,0.00,5.30
49.00,96.42,11.82,4.16,1.50,0.00,5.31
32.00,93.87,11.16,4.67,1.46,0.00,5.31
49.00,93.52,11.87,4.42,1.59,0.00,5.31
49.00,83.52,11.14,3.50,1.63,0.01,5.33
49.00,93.87,12.22,4.21,1.52,0.00,5.33
32.00,92.72,11.29,4.81,1.48,0.00,5.33
32.00,95.31,11.41,4.45,1.51,0.00,5.33
32.00,96.19,11.59,4.75,1.50,0.00,5.33
49.00,96.32,11.42,4.20,1.59,0.00,5.34
49.00,97.13,12.06,4.25,1.54,0.00,5.34
49.00,94.50,12.39,4.30,1.51,0.00,5.34
49.00,94.31,11.33,3.98,1.54,0.00,5.34
49.00,93.86,11.88,4.36,1.59,0.00,5.34
32.00,95.62,11.67,4.58,1.52,0.00,5.34
32.00,94.64,11.25,4.62,1.47,0.00,5.34
49.00,93.93,11.41,3.86,1.52,0.00,5.36
32.00,96.18,11.72,4.52,1.48,0.00,5.36
49.00,94.25,12.05,4.28,1.52,0.00,5.36
32.00,95.62,11.61,5.13,1.53,0.00,5.36
49.00,93.68,11.68,4.04,1.61,0.01,5.37
49.00,94.93,12.68,4.48,1.57,0.00,5.38
49.00,91.31,12.42,4.37,1.54,0.00,5.38
32.00,95.74,11.78,4.82,1.48,0.00,5.38
32.00,96.06,11.77,5.06,1.52,0.00,5.38
32.00,95.73,11.49,4.35,1.51,0.00,5.38
32.00,97.06,11.60,4.49,1.54,0.00,5.38
32.00,91.29,11.21,4.65,1.58,0.00,5.38
32.00,95.64,11.57,4.19,1.53,0.00,5.39
49.00,93.92,11.89,4.16,1.61,0.00,5.41
49.00,96.00,11.37,4.25,1.60,0.00,5.41
32.00,95.12,11.51,4.70,1.54,0.00,5.41
49.00,94.12,11.65,4.15,1.59,0.00,5.42
49.00,93.79,11.95,3.94,1.54,0.00,5.42
32.00,95.84,11.73,4.64,1.51,0.00,5.42
32.00,95.39,11.53,4.90,1.50,0.00,5.42
49.00,93.75,11.44,3.89,1.58,0.01,5.44
49.00,95.99,11.77,4.31,1.60,0.00,5.44
32.00,96.19,11.43,4.42,1.53,0.00,5.44
49.00,94.06,12.26,4.40,1.62,0.00,5.44
49.00,93.79,11.87,4.07,1.53,0.00,5.45
